Article,NE-text,NE-type,NE-count
Geothermal heating,seventy,CARDINAL,1
Geothermal heating,270,CARDINAL,1
Geothermal heating,2004,DATE,4
Geothermal heating,2007,DATE,1
Geothermal heating,28,CARDINAL,1
Geothermal heating,0.07%,PERCENT,1
Geothermal heating,around 20%,PERCENT,1
Geothermal heating,earth,LOC,3
Geothermal heating,6 metres,QUANTITY,1
Geothermal heating,20 ft,QUANTITY,1
Geothermal heating,between 50,CARDINAL,2
Geothermal heating,122,CARDINAL,2
Geothermal heating,150,CARDINAL,2
Geothermal heating,302,CARDINAL,2
Geothermal heating,between 25,CARDINAL,1
Geothermal heating,77,CARDINAL,1
Geothermal heating,90,CARDINAL,1
Geothermal heating,194,CARDINAL,1
Geothermal heating,100,CARDINAL,1
Geothermal heating,212,CARDINAL,1
Geothermal heating,5,CARDINAL,1
Geothermal heating,41,CARDINAL,1
Geothermal heating,more than half,CARDINAL,1
Geothermal heating,third,ORDINAL,1
Geothermal heating,reykjavík,PERSON,1
Geothermal heating,reykjavík,NORP,1
Geothermal heating,iceland,GPE,6
Geothermal heating,boise,GPE,2
Geothermal heating,idaho,GPE,3
Geothermal heating,klamath falls,PERSON,1
Geothermal heating,oregon,GPE,3
Geothermal heating,europe,LOC,1
Geothermal heating,280,CARDINAL,1
Geothermal heating,2016,DATE,1
Geothermal heating,the european geothermal energy council,ORG,1
Geothermal heating,approximately 4.9,CARDINAL,1
Geothermal heating,japan,GPE,1
Geothermal heating,"2,100m",MONEY,1
Geothermal heating,36mw,ORDINAL,1
Geothermal heating,first,ORDINAL,6
Geothermal heating,10,CARDINAL,1
Geothermal heating,10–12,ORG,1
Geothermal heating,50–54 °,GPE,1
Geothermal heating,seasonally,DATE,1
Geothermal heating,50–400 feet,QUANTITY,1
Geothermal heating,approximately six feet,QUANTITY,1
Geothermal heating,the summer months,DATE,1
Geothermal heating,an estimated million,CARDINAL,1
Geothermal heating,15,CARDINAL,1
Geothermal heating,88,CARDINAL,1
Geothermal heating,10%,PERCENT,1
Geothermal heating,annually,DATE,1
Geothermal heating,china,GPE,1
Geothermal heating,mount li,LOC,1
Geothermal heating,the qin dynasty in the 3rd century,DATE,1
Geothermal heating,the first century,DATE,1
Geothermal heating,romans,NORP,1
Geothermal heating,aquae sulis,PERSON,1
Geothermal heating,england,GPE,1
Geothermal heating,underfloor,ORG,1
Geothermal heating,one,CARDINAL,1
Geothermal heating,france,GPE,1
Geothermal heating,the 14th century,DATE,1
Geothermal heating,1827,DATE,1
Geothermal heating,larderello,GPE,1
Geothermal heating,italy,GPE,1
Geothermal heating,1892,DATE,1
Geothermal heating,america,GPE,1
Geothermal heating,klamath,GPE,1
Geothermal heating,1900,DATE,1
Geothermal heating,1926,DATE,1
Geothermal heating,charlie lieb,PERSON,1
Geothermal heating,1930,DATE,1
Geothermal heating,1943,DATE,1
Geothermal heating,kelvin,PERSON,1
Geothermal heating,1852,DATE,1
Geothermal heating,1912,DATE,1
Geothermal heating,the late 1940s,DATE,1
Geothermal heating,robert c. webber's,PERSON,1
Geothermal heating,2.2 kw,QUANTITY,1
Geothermal heating,j. donald kroeker,PERSON,1
Geothermal heating,portland,GPE,1
Geothermal heating,1946,DATE,1
Geothermal heating,carl nielsen,PERSON,1
Geothermal heating,ohio state university,ORG,1
Geothermal heating,1948,DATE,1
Geothermal heating,sweden,GPE,2
Geothermal heating,1973,DATE,1
Geothermal heating,1979,DATE,1
Geothermal heating,12,CARDINAL,1
Geothermal heating,each year,DATE,1
Geothermal heating,"about 80,000",CARDINAL,1
Geothermal heating,us,GPE,1
Geothermal heating,"27,000",CARDINAL,1
Geothermal heating,u.s.,GPE,1
Geothermal heating,geo-exchange,ORG,2
Geothermal heating,30–70 percent,ORG,1
Geothermal heating,20–50 percent,PERCENT,1
Geothermal heating,last for decades,DATE,1
Geothermal heating,kansas city power,ORG,1
Geothermal heating,winter,DATE,1
Geothermal heating,the spring of 2007,DATE,1
Geothermal heating,rocky mechanical characteristics,ORG,1
Geothermal heating,oregon institute of technology -,ORG,1
Geothermal heating,the us national renewable energy lab,ORG,1
Geothermal heating,canadian,NORP,1
Glow stick,1971,DATE,1
Glow stick,michael m. rauhut,PERSON,1
Glow stick,laszlo j. bollyky,PERSON,1
Glow stick,robert w. sombathy,PERSON,1
Glow stick,american cyanamid,ORG,1
Glow stick,edwin a. chandross,PERSON,1
Glow stick,bell,ORG,1
Glow stick,herbert richter,PERSON,1
Glow stick,china lake naval,FAC,1
Glow stick,us,GPE,1
Glow stick,bernard dubrow,PERSON,1
Glow stick,eugene daniel guth,PERSON,1
Glow stick,june 1965,DATE,1
Glow stick,october 1973,DATE,1
Glow stick,clarence w. gilliam,PERSON,1
Glow stick,david iba sr.,PERSON,1
Glow stick,thomas n. hall,PERSON,1
Glow stick,june 1974,DATE,1
Glow stick,herbert p. richter,PERSON,1
Glow stick,ruth e. tedrick,PERSON,1
Glow stick,inventors.in,PERSON,1
Glow stick,january 1976,DATE,1
Glow stick,vincent j. esposito,PERSON,1
Glow stick,steven m. little,PERSON,1
Glow stick,john h. lyons,PERSON,1
Glow stick,second,ORDINAL,5
Glow stick,december 1977,DATE,1
Glow stick,richard taylor van zandt,PERSON,1
Glow stick,the early 1980s,DATE,1
Glow stick,novato,GPE,1
Glow stick,california,GPE,2
Glow stick,omniglow corp.,ORG,1
Glow stick,american cyanamid's,ORG,1
Glow stick,1994,DATE,1
Glow stick,2014,DATE,1
Glow stick,today,DATE,1
Glow stick,china,GPE,1
Glow stick,glow sticks,PERSON,1
Glow stick,150 metres,QUANTITY,1
Glow stick,492,CARDINAL,1
Glow stick,2,CARDINAL,2
Glow stick,the university of wisconsin–whitewater's,ORG,1
Glow stick,150th,CARDINAL,1
Glow stick,whitewater,GPE,1
Glow stick,wisconsin,GPE,1
Glow stick,9 september 2018,DATE,1
Glow stick,night,TIME,1
Glow stick,scuba,PERSON,1
Glow stick,close-quarters,DATE,1
Glow stick,nighttime,CARDINAL,1
Glow stick,un,ORG,1
Glow stick,two,CARDINAL,6
Glow stick,brittle container,ORG,1
Glow stick,one,CARDINAL,1
Glow stick,only a few seconds,TIME,1
Glow stick,first,ORDINAL,2
Glow stick,as much as 200,CARDINAL,1
Glow stick,about 20–100 nm,QUANTITY,1
Glow stick,"9,10-diphenylanthracene",CARDINAL,1
Glow stick,anthracene,PERSON,1
Glow stick,"teal light
",QUANTITY,1
Glow stick,"2-chloro-9,10-diphenylanthracene",PERSON,1
Glow stick,486 nm,QUANTITY,1
Glow stick,"1-chloro-9,10-bis(phenylethynyl)anthracene",CARDINAL,1
Glow stick,"2-chloro-9,10-bis(phenylethynyl)anthracene",CARDINAL,1
Glow stick,550 nm,QUANTITY,1
Glow stick,"2,4-di",DATE,1
Glow stick,"1,4,5,8-tetracarboxynaphthalene",CARDINAL,1
Glow stick,rhodamine,NORP,1
Glow stick,"5,12-bis(phenylethynyl)naphthacene",CARDINAL,1
Glow stick,630 nm,QUANTITY,1
Glow stick,680 nm,QUANTITY,1
Glow stick,"16,17-dihexyloxyviolanthrone",CARDINAL,1
Glow stick,725,CARDINAL,1
Glow stick,"16,17-butyloxyviolanthrone",CARDINAL,1
Glow stick,"n'-bis(2,5,-di",CARDINAL,1
Glow stick,dibutyl phthalate,PERSON,1
Glow stick,"1,n6-εdado",CARDINAL,1
Glow stick,three-fold,CARDINAL,1
Glow stick,the 2020s,DATE,1
Glow stick,canadian,NORP,1
Glow stick,lumi,PERSON,1
Glow stick,glowsticks,PERSON,1
Engine power plant,within few minutes,TIME,1
Engine power plant,biogas,PERSON,1
Engine power plant,electricity & heat,ORG,1
Engine power plant,european engine power plants association,ORG,1
Mean effective pressure,watt,PERSON,1
Mean effective pressure,cubic,NORP,1
Mean effective pressure,"2
      
    
    ",CARDINAL,1
Mean effective pressure,"\displaystyle n}
   ",WORK_OF_ART,1
Mean effective pressure,second,ORDINAL,4
Mean effective pressure,mep,ORG,3
Mean effective pressure,n_{\text{c}}}{t \over v_{\text{d}}},WORK_OF_ART,1
Mean effective pressure,two,CARDINAL,4
Mean effective pressure,four,CARDINAL,4
Mean effective pressure,160,CARDINAL,8
Mean effective pressure,n·m,GPE,2
Mean effective pressure,2000,CARDINAL,5
Mean effective pressure,2,CARDINAL,11
Mean effective pressure,\displaystyle n_{\text{c}}=2,WORK_OF_ART,4
Mean effective pressure,0.002,CARDINAL,1
Mean effective pressure,3,CARDINAL,4
Mean effective pressure,1,CARDINAL,3
Mean effective pressure,005,CARDINAL,1
Mean effective pressure,310,CARDINAL,1
Mean effective pressure,10.05,CARDINAL,1
Mean effective pressure,1.005,CARDINAL,4
Mean effective pressure,"2}{{160\,{\text{n}}{\cdot",CARDINAL,2
Mean effective pressure,"0.002\,{\text{m}}^{3}}}={2\pi",CARDINAL,1
Mean effective pressure,"2}{{160\,{\text{n}}{\cancel",CARDINAL,2
Mean effective pressure,"3}}2}}}=1,005,310\,{\text{n}}{\cdot",CARDINAL,1
Mean effective pressure,2000,DATE,2
Mean effective pressure,"2000\,{\text{cm}}^{3}}}={2\pi",CARDINAL,1
Mean effective pressure,"n
            
            
              ",ORG,1
Mean effective pressure,3600,CARDINAL,2
Mean effective pressure,min−1,WORK_OF_ART,1
Mean effective pressure,−,ORG,2
Mean effective pressure,60,CARDINAL,3
Mean effective pressure,⋅,PRODUCT,3
Mean effective pressure,300,CARDINAL,1
Mean effective pressure,1.005\cdot,CARDINAL,1
Mean effective pressure,"\over 2}=60,300\,{\text{w",PRODUCT,1
Mean effective pressure,76 kw,QUANTITY,1
Mean effective pressure,5400,CARDINAL,2
Mean effective pressure,min−1,PRODUCT,1
Mean effective pressure,90,CARDINAL,4
Mean effective pressure,0.844 mpa,QUANTITY,1
Mean effective pressure,0.844,CARDINAL,2
Mean effective pressure,75,CARDINAL,1
Mean effective pressure,960,CARDINAL,1
Mean effective pressure,76,CARDINAL,1
Mean effective pressure,"76\,{\text{kw",CARDINAL,1
Mean effective pressure,360,CARDINAL,3
Mean effective pressure,°,PRODUCT,5
Mean effective pressure,180,CARDINAL,1
Mean effective pressure,720,CARDINAL,1
Chevron STB process,paul w. tamm,PERSON,1
Chevron STB process,gordon e. langlois,PERSON,1
Chevron STB process,chevron research company laboratory,ORG,1
Chevron STB process,richmond,GPE,1
Chevron STB process,california,GPE,1
Chevron STB process,condenser,GPE,1
Chevron STB process,alberta taciuk,PERSON,1
Chevron STB process,tosco ii,PERSON,1
Chevron STB process,fushun,PERSON,1
World Solar Challenge 2001,2001,DATE,1
World Solar Challenge 2001,world solar challenge,EVENT,1
World Solar Challenge 2001,one,CARDINAL,1
World Solar Challenge 2001,"about 3,000 km",QUANTITY,1
World Solar Challenge 2001,australian,NORP,1
World Solar Challenge 2001,darwin,PERSON,1
World Solar Challenge 2001,south australia,GPE,1
World Solar Challenge 2001,netherlands,GPE,1
Booster (electric power),the days,DATE,2
Booster (electric power),110,CARDINAL,3
Booster (electric power),only 100,CARDINAL,1
Booster (electric power),100,CARDINAL,1
Booster (electric power),10,CARDINAL,1
Booster (electric power),600,CARDINAL,3
Booster (electric power),zero,CARDINAL,3
Booster (electric power),"between zero and 1,200",CARDINAL,1
Booster (electric power),"1,200",CARDINAL,2
Booster (electric power),three 400,CARDINAL,1
Booster (electric power),two,CARDINAL,1
Booster (electric power),half,CARDINAL,2
Booster (electric power),only half,CARDINAL,1
Booster (electric power),third,ORDINAL,1
Booster (electric power),british,NORP,1
Booster (electric power),70,CARDINAL,1
Booster (electric power),71,DATE,1
Booster (electric power),74,DATE,1
Booster (electric power),73,CARDINAL,1
Booster (electric power),london,GPE,1
Booster (electric power),e.g. london,PERSON,1
Booster (electric power),four,CARDINAL,1
Booster (electric power),many years,DATE,1
Booster (electric power),years,DATE,1
Booster (electric power),boost converter,PERSON,1
MacCready Solar Challenger,paul maccready,PERSON,2
MacCready Solar Challenger,first,ORDINAL,1
MacCready Solar Challenger,1981,DATE,1
MacCready Solar Challenger,262 km,QUANTITY,1
MacCready Solar Challenger,france,GPE,2
MacCready Solar Challenger,england,GPE,1
MacCready Solar Challenger,dupont in exchange,ORG,1
MacCready Solar Challenger,"astroflight, inc.",ORG,1
MacCready Solar Challenger,robert boucher,PERSON,1
MacCready Solar Challenger,"16,128",CARDINAL,1
MacCready Solar Challenger,"3,800 watts",QUANTITY,1
MacCready Solar Challenger,western usa,LOC,1
MacCready Solar Challenger,"winter 1980-1981.on july 7, 1981",DATE,1
MacCready Solar Challenger,163 miles,QUANTITY,1
MacCready Solar Challenger,paris,GPE,1
MacCready Solar Challenger,manston royal air force base,ORG,1
MacCready Solar Challenger,manston,GPE,1
MacCready Solar Challenger,united kingdom,GPE,1
MacCready Solar Challenger,5 hours and 23 minutes,TIME,1
MacCready Solar Challenger,stephen ptacek,PERSON,1
MacCready Solar Challenger,the smithsonian institution's air and space museum,ORG,1
MacCready Solar Challenger,three,CARDINAL,2
MacCready Solar Challenger,"16,128 solar",QUANTITY,1
MacCready Solar Challenger,two,CARDINAL,2
MacCready Solar Challenger,3 inches,QUANTITY,1
MacCready Solar Challenger,17 inches,QUANTITY,1
MacCready Solar Challenger,kevlar,GPE,1
MacCready Solar Challenger,nomex,GPE,1
MacCready Solar Challenger,delrin,GPE,1
MacCready Solar Challenger,teflon,GPE,1
MacCready Solar Challenger,dupont,ORG,1
MacCready Solar Challenger,one,CARDINAL,2
MacCready Solar Challenger,29,CARDINAL,1
MacCready Solar Challenger,0,CARDINAL,2
MacCready Solar Challenger,8.8 m,MONEY,1
MacCready Solar Challenger,47,CARDINAL,1
MacCready Solar Challenger,14.3 m,MONEY,1
MacCready Solar Challenger,205,CARDINAL,1
MacCready Solar Challenger,90 kg,QUANTITY,1
MacCready Solar Challenger,350,CARDINAL,2
MacCready Solar Challenger,159 kg,QUANTITY,1
MacCready Solar Challenger,1 ×,QUANTITY,1
MacCready Solar Challenger,2.75,CARDINAL,1
MacCready Solar Challenger,2,CARDINAL,1
MacCready Solar Challenger,40 mph,QUANTITY,1
MacCready Solar Challenger,64 km,QUANTITY,1
MacCready Solar Challenger,35,CARDINAL,1
MacCready Solar Challenger,400,CARDINAL,1
MacCready Solar Challenger,645 km,QUANTITY,1
MacCready Solar Challenger,nmi,ORG,1
MacCready Solar Challenger,11  hours,TIME,1
MacCready Solar Challenger,"14,300 ft",QUANTITY,1
MacCready Solar Challenger,"4,360 m",MONEY,1
MacCready Solar Challenger,"35,000",CARDINAL,1
MacCready Solar Challenger,"11,000 m",MONEY,1
MacCready Solar Challenger,summer,DATE,1
MacCready Solar Challenger,150 ft/min,QUANTITY,1
MacCready Solar Challenger,0.765 m,MONEY,1
MacCready Solar Challenger,don monroe,PERSON,1
MacCready Solar Challenger,solar challenger,PRODUCT,1
MacCready Solar Challenger,san diego air & space museum,ORG,1
Salter's duck,up to 90%,PERCENT,1
Salter's duck,stephen salter,PERSON,1
Salter's duck,the 1970s,DATE,1
Salter's duck,the united kingdom,GPE,3
Salter's duck,the early 1980s,DATE,1
Salter's duck,uk,GPE,1
Salter's duck,may 2018,DATE,1
Salter's duck,1973,DATE,1
Salter's duck,the university of edinburgh,ORG,1
Salter's duck,1974,DATE,2
Salter's duck,1976,DATE,1
Salter's duck,some 20 kw,QUANTITY,1
Salter's duck,1980s,DATE,1
Salter's duck,1982,DATE,1
Salter's duck,the department of energy,ORG,1
Salter's duck,the united kingdom atomic energy authority,ORG,1
Salter's duck,the late 1970s,DATE,1
Salter's duck,the 9.5 million pounds,QUANTITY,1
Salter's duck,the 2000s,DATE,1
Salter's duck,salter,ORG,1
Salter's duck,12,CARDINAL,1
Salter's duck,50 cm,QUANTITY,1
Salter's duck,27 cm,QUANTITY,1
Salter's duck,6 m,QUANTITY,1
Salter's duck,coventry university,ORG,1
Salter's duck,20 to 30,CARDINAL,1
Salter's duck,six to ten,CARDINAL,1
Salter's duck,four,CARDINAL,1
Salter's duck,1975,DATE,1
Salter's duck,swift-hook,PERSON,1
Salter's duck,0.16,CARDINAL,1
Salter's duck,0.2,CARDINAL,1
Salter's duck,2,CARDINAL,2
Salter's duck,the u for unperturbed fluid velocity perpendicular,ORG,1
Salter's duck,eta,ORG,1
Salter's duck,1,CARDINAL,1
Salter's duck,"1
        
          
            ",PERCENT,1
Salter's duck,4,DATE,1
Salter's duck,1-{\mathit,DATE,1
Salter's duck,\times,ORG,1
Salter's duck,\frac,PRODUCT,1
Salter's duck,three,CARDINAL,1
Salter's duck,90%,PERCENT,1
Salter's duck,around 50%,PERCENT,1
Shell Spher process,6 to 8 millimetres,QUANTITY,1
Shell Spher process,0.24 to 0.31,CARDINAL,1
Shell Spher process,600,CARDINAL,1
Shell Spher process,320,CARDINAL,1
Shell Spher process,650,CARDINAL,1
Shell Spher process,340,CARDINAL,1
Shell Spher process,alberta taciuk,PERSON,1
Shell Spher process,fushun,PERSON,1
Shell Spher process,tosco ii,PERSON,1
Heat engine,non-zero,CARDINAL,1
Heat engine,carnot,PERSON,1
Heat engine,two,CARDINAL,3
Heat engine,earth,LOC,5
Heat engine,lower than 300,CARDINAL,1
Heat engine,today,DATE,2
Heat engine,3%,PERCENT,1
Heat engine,97 percent,PERCENT,1
Heat engine,25%,PERCENT,1
Heat engine,49%,PERCENT,1
Heat engine,60%,PERCENT,1
Heat engine,john ericsson,PERSON,2
Heat engine,external combustion engines like steam engines,ORG,1
Heat engine,minto,GPE,1
Heat engine,60 cm,QUANTITY,1
Heat engine,ericsson,PERSON,1
Heat engine,otto cycle,PERSON,1
Heat engine,atkinson cycle,PERSON,1
Heat engine,atkinson engine,PERSON,1
Heat engine,brayton,PERSON,1
Heat engine,miller,ORG,2
Heat engine,electron,ORG,1
Heat engine,johnson thermoelectric energy converter,ORG,1
Heat engine,thermo-magnetic motor,ORG,1
Heat engine,nanoscale devices,ORG,1
Heat engine,e.g. electric cooling devices,ORG,1
Heat engine,hotter,TIME,1
Heat engine,−,ORG,7
Heat engine,\displaystyle w=-q=-(q_{c}+q_{h},WORK_OF_ART,1
Heat engine,∮,PRODUCT,1
Heat engine,one,CARDINAL,8
Heat engine,"0
      
    
    ",PERCENT,2
Heat engine,"\displaystyle q_{c}=-|q_{c}|<0}
   ",WORK_OF_ART,1
Heat engine,1,CARDINAL,4
Heat engine,|w|}{q_{h}}}={\frac,WORK_OF_ART,1
Heat engine,less than 100%,PERCENT,1
Heat engine,zero,CARDINAL,1
Heat engine,"\displaystyle q_{c}=t_{c}\delta s_{c}}
  ",WORK_OF_ART,1
Heat engine,\displaystyle q_{h}/t_{h}+q_{c}/t_{c}=0,WORK_OF_ART,1
Heat engine,1,PRODUCT,1
Heat engine,"\displaystyle t_{h}}
   ",WORK_OF_ART,1
Heat engine,first,ORDINAL,1
Heat engine,second,ORDINAL,1
Heat engine,2,CARDINAL,2
Heat engine,3,CARDINAL,2
Heat engine,"−
        
          ",PERSON,1
Heat engine,\displaystyle dq_{h,PERSON,1
Heat engine,"\displaystyle t\approx t'}
   ",WORK_OF_ART,1
Heat engine,1-{\frac,DATE,1
Heat engine,1-{\sqrt,DATE,1
Heat engine,1985,DATE,2
Heat engine,the 18th century,DATE,1
Heat engine,at least two,CARDINAL,1
Heat engine,kalina,GPE,1
Heat engine,70/30,CARDINAL,1
Heat engine,xenon,PERSON,1
Heat engine,so2,PRODUCT,1
Heat engine,no2,WORK_OF_ART,1
Heat engine,n2o4,ORG,2
Heat engine,no2,ORG,2
Heat engine,fed,ORG,1
Heat engine,ga2i6,ORG,1
Heat engine,kroemer,GPE,1
Heat engine,herbert,GPE,1
Heat engine,kittel,PERSON,1
Heat engine,charles,PERSON,1
Heat engine,1980,DATE,1
Heat engine,2nd,ORDINAL,2
Heat engine,w. h. freeman,PERSON,1
Heat engine,0-7167-,CARDINAL,1
Heat engine,herbert b.,PERSON,1
Heat engine,thermodynamics,PERSON,1
Heat engine,"john wiley & sons, inc.",ORG,1
Heat engine,robinson,PERSON,1
Heat engine,clark,PERSON,1
Heat engine,1943,DATE,1
Heat engine,magraw-hill book company inc,ORG,1
World Solar Challenge,2013,DATE,6
World Solar Challenge,bridgestone world solar challenge,ORG,1
World Solar Challenge,3000 kilometres,QUANTITY,1
World Solar Challenge,australian,NORP,5
World Solar Challenge,four-year,DATE,2
World Solar Challenge,2019,DATE,4
World Solar Challenge,2023,CARDINAL,1
World Solar Challenge,2021,DATE,3
World Solar Challenge,every two years,DATE,2
World Solar Challenge,"over 3,022 kilometres",QUANTITY,1
World Solar Challenge,"1,878 miles",QUANTITY,1
World Solar Challenge,darwin,PERSON,2
World Solar Challenge,south australia,GPE,2
World Solar Challenge,fifteen,CARDINAL,1
World Solar Challenge,1987,DATE,3
World Solar Challenge,every three years,DATE,2
World Solar Challenge,the turn of the century,DATE,1
World Solar Challenge,since 2001,DATE,1
World Solar Challenge,seven,CARDINAL,1
World Solar Challenge,ten,CARDINAL,1
World Solar Challenge,the delft university of technology,ORG,3
World Solar Challenge,the netherlands,GPE,1
World Solar Challenge,the tokai university of japan,ORG,1
World Solar Challenge,2009,DATE,5
World Solar Challenge,2011,DATE,4
World Solar Challenge,the belgian agoria solar team,ORG,1
World Solar Challenge,ku leuven university,ORG,1
World Solar Challenge,2007,DATE,5
World Solar Challenge,german,NORP,1
World Solar Challenge,bochum university of applied sciences,ORG,1
World Solar Challenge,four,CARDINAL,3
World Solar Challenge,five,CARDINAL,2
World Solar Challenge,eindhoven university of technology,ORG,3
World Solar Challenge,netherlands,GPE,5
World Solar Challenge,first,ORDINAL,14
World Solar Challenge,66.9 km,QUANTITY,1
World Solar Challenge,41.6 mph,QUANTITY,1
World Solar Challenge,honda,ORG,4
World Solar Challenge,55 mph,QUANTITY,1
World Solar Challenge,88.5 km,QUANTITY,1
World Solar Challenge,1996,DATE,3
World Solar Challenge,2005,DATE,4
World Solar Challenge,dutch,NORP,7
World Solar Challenge,100 km,QUANTITY,3
World Solar Challenge,62 mph,QUANTITY,3
World Solar Challenge,2017,DATE,4
World Solar Challenge,3.4,CARDINAL,1
World Solar Challenge,69 km,QUANTITY,1
World Solar Challenge,43 mph,QUANTITY,1
World Solar Challenge,two,CARDINAL,1
World Solar Challenge,30th,ORDINAL,1
World Solar Challenge,8–15 october 2017,DATE,1
World Solar Challenge,2015,DATE,6
World Solar Challenge,43,CARDINAL,1
World Solar Challenge,23,CARDINAL,2
World Solar Challenge,2998 km,QUANTITY,1
World Solar Challenge,2,CARDINAL,1
World Solar Challenge,4,CARDINAL,2
World Solar Challenge,less than 80 kg,QUANTITY,1
World Solar Challenge,180,CARDINAL,1
World Solar Challenge,8 a.m. to 5 p.m.,TIME,1
World Solar Challenge,overnight,TIME,1
World Solar Challenge,10 minutes,TIME,1
World Solar Challenge,the next day,DATE,1
World Solar Challenge,30 minutes,TIME,2
World Solar Challenge,approximately 5,CARDINAL,1
World Solar Challenge,at least 3.8 m/s²,MONEY,1
World Solar Challenge,149.6,CARDINAL,1
World Solar Challenge,south australian,NORP,2
World Solar Challenge,110 km/h,QUANTITY,1
World Solar Challenge,68 mph,QUANTITY,1
World Solar Challenge,130 km,QUANTITY,2
World Solar Challenge,81 mph,QUANTITY,2
World Solar Challenge,australia,GPE,6
World Solar Challenge,6 square meters,QUANTITY,1
World Solar Challenge,25%,PERCENT,1
World Solar Challenge,later to,TIME,1
World Solar Challenge,3 square meters,QUANTITY,1
World Solar Challenge,20 kg,QUANTITY,1
World Solar Challenge,25,CARDINAL,1
World Solar Challenge,21 kg,QUANTITY,1
World Solar Challenge,56.6%,PERCENT,1
World Solar Challenge,5.7%,PERCENT,1
World Solar Challenge,18.9%,PERCENT,2
World Solar Challenge,70%,PERCENT,1
World Solar Challenge,5%,PERCENT,1
World Solar Challenge,15%,PERCENT,1
World Solar Challenge,10%,PERCENT,1
World Solar Challenge,danish,NORP,1
World Solar Challenge,hans,NORP,1
World Solar Challenge,4.9 m,MONEY,1
World Solar Challenge,the 1980s,DATE,1
World Solar Challenge,"4,052 km",QUANTITY,1
World Solar Challenge,"2,518",CARDINAL,1
World Solar Challenge,sydney,GPE,1
World Solar Challenge,new south wales,GPE,1
World Solar Challenge,perth,GPE,1
World Solar Challenge,western australia,LOC,1
World Solar Challenge,20 days,DATE,1
World Solar Challenge,4th,ORDINAL,1
World Solar Challenge,chris selwood,PERSON,1
World Solar Challenge,1999,DATE,3
World Solar Challenge,gm,ORG,1
World Solar Challenge,67 km/h,QUANTITY,1
World Solar Challenge,42 mph,QUANTITY,1
World Solar Challenge,ford australia's,ORG,1
World Solar Challenge,second,ORDINAL,13
World Solar Challenge,7th,ORDINAL,1
World Solar Challenge,1990,DATE,3
World Solar Challenge,biel school of engineering and architecture,ORG,3
World Solar Challenge,switzerland,GPE,1
World Solar Challenge,1993,DATE,2
World Solar Challenge,the australian aurora team's,ORG,1
World Solar Challenge,aurora 101,PRODUCT,1
World Solar Challenge,american,NORP,2
World Solar Challenge,massachusetts institute of technology,ORG,1
World Solar Challenge,2001,DATE,3
World Solar Challenge,aurora,PERSON,4
World Solar Challenge,2003,DATE,2
World Solar Challenge,nuna 2,PRODUCT,1
World Solar Challenge,97 km,QUANTITY,1
World Solar Challenge,60 mph,QUANTITY,1
World Solar Challenge,third,ORDINAL,2
World Solar Challenge,102.75 km,QUANTITY,1
World Solar Challenge,63.85 mph,QUANTITY,1
World Solar Challenge,fourth,ORDINAL,2
World Solar Challenge,90.07 km,QUANTITY,1
World Solar Challenge,55.97 mph,QUANTITY,1
World Solar Challenge,belgian,NORP,1
World Solar Challenge,this year,DATE,2
World Solar Challenge,japanese,NORP,2
World Solar Challenge,ashiya team's,ORG,2
World Solar Challenge,93.53 km,QUANTITY,1
World Solar Challenge,58.12 mph,QUANTITY,1
World Solar Challenge,japan,GPE,3
World Solar Challenge,100.54 km,QUANTITY,1
World Solar Challenge,62.47 mph,QUANTITY,1
World Solar Challenge,5,CARDINAL,1
World Solar Challenge,the university of new south wales,ORG,1
World Solar Challenge,osaka sangyo university's,ORG,1
World Solar Challenge,91.54 km,QUANTITY,1
World Solar Challenge,56.88 mph,QUANTITY,1
World Solar Challenge,6,CARDINAL,1
World Solar Challenge,2–4,CARDINAL,1
World Solar Challenge,74.52 km,QUANTITY,1
World Solar Challenge,46.30 mph,QUANTITY,1
World Solar Challenge,germany,GPE,1
World Solar Challenge,the university of new south wales solar,ORG,1
World Solar Challenge,delft university of technology,ORG,2
World Solar Challenge,7,CARDINAL,1
World Solar Challenge,90.71 km,QUANTITY,1
World Solar Challenge,56.36 mph,QUANTITY,1
World Solar Challenge,10–30 minute,TIME,1
World Solar Challenge,some 3 hours later,TIME,1
World Solar Challenge,aurora evolution,PERSON,1
World Solar Challenge,15–25 october,DATE,1
World Solar Challenge,76.73 km,QUANTITY,1
World Solar Challenge,47.68 mph,QUANTITY,1
World Solar Challenge,kogakuin university,ORG,1
World Solar Challenge,bochum,PERSON,1
World Solar Challenge,3rd,ORDINAL,1
World Solar Challenge,8,CARDINAL,1
World Solar Challenge,91.75 km,QUANTITY,1
World Solar Challenge,57.01 mph,QUANTITY,1
World Solar Challenge,the university of twente,ORG,1
World Solar Challenge,just 8 minutes,TIME,1
World Solar Challenge,the university of michigan,ORG,1
World Solar Challenge,the last day,DATE,1
World Solar Challenge,houston,GPE,2
World Solar Challenge,mississippi,GPE,1
World Solar Challenge,united states,GPE,2
World Solar Challenge,8–15 october,DATE,1
World Solar Challenge,2017-10-12,DATE,1
World Solar Challenge,october,DATE,1
World Solar Challenge,53,CARDINAL,1
World Solar Challenge,24,CARDINAL,1
World Solar Challenge,three,CARDINAL,1
World Solar Challenge,30,CARDINAL,1
World Solar Challenge,sonnenwagen aachen,PERSON,1
World Solar Challenge,20 years,DATE,1
World Solar Challenge,80 km,QUANTITY,1
